,title,abstract
447,Who Should You Blame if You Lose Your Health Care?,Trump and his allies want to escape accountability to the voters for their efforts to ruin the Affordable Care Act.
448,Should You Be Worried About the Coronavirus?,Public health experts explain the risks and what we still don’t know.
449,An Apocryphal Christmas Miracle,"An old tale about a children’s ward in 1891 may be a myth, but the diphtheria antitoxin was a real gift."
450,Weekly Health Quiz: Coronavirus Spread,Test your knowledge of this week’s health news.
451,How to Avoid the Coronavirus? Wash Your Hands,"I covered the SARS outbreak as a reporter in China, and I saw that common sense is the best defense against viral illness."
452,Coronavirus Threatens an Already Strained Maternal Health System,No visitors. Induced labor. Converted delivery wards. Tens of thousands of women across the country are giving birth in unprecedented circumstances.
453,New York Braces for Coronavirus: ‘It’s Inevitable’,"In Queens, some who recently returned from China have even self-quarantined. But officials have urged calm."
454,Obamacare Insurance Mandate Is Struck Down by Federal Appeals Court,But the judges sent the case back to determine if other parts of the federal health care law can stand without the mandate.
455,7 Podcasts for a Healthier Mind and Body,"Whatever version of wellness you’re seeking, there’s a show to get you in better physical and emotional shape."
456,When the Surgeon Is a Mom,Nearly 40 percent of pregnant surgery residents consider dropping out. Many wonder: Why can’t the system accommodate motherhood?
457,U.S. Health Experts Say Stricter Measures Are Required to Limit Coronavirus’s Spread,"With more than 500 cases in almost three dozen states, officials worry that containment efforts aren’t enough."
458,Gracie Gold Skates to 12th Place and a Standing Ovation at U.S. Championships,"Gold, the Olympian whose career was sidetracked by mental illness, was moved to tears as the audience saluted her in a significant comeback performance."
459,The Legal Threat to Obamacare Is Back. Again.,"An appeals court, after rejecting the law’s insurance requirement, entertains the idea that the whole law should now fall."
460,What Hospitals and Health Care Workers Need to Fight Coronavirus,Many hospitals are running dangerously low on protective equipment for staff members as they make room for an influx of Covid-19 patients.
461,"U.S. Cases of Coronavirus Surpass 1,000; British Health Minister Is Infected",President Trump has talked with Senate leaders about cutting business taxes and taking other steps to soften the virus’s economic impact.
462,Italy’s Health Care System Groans Under Coronavirus — a Warning to the World,"In less than three weeks, the virus has overloaded hospitals in northern Italy, offering a glimpse of what countries face if they cannot slow the contagion."
463,Health Care Costs Are Rising. Fund Returns Are Less Reliable.,"In 2019, the industry’s performance was not quite as strong as the overall stock market’s. Some managers point to political uncertainty over health insurance and drug prices."
464,3 Legal Experts on What the Obamacare Ruling Really Means,"With the future of the law in limbo, we asked them to explain what might happen now that an appeals court has sent the case back to a lower court."
465,Sitting Is Bad for Our Health. Should We Squat More Instead?,"Our bodies may be evolutionarily adapted to continual muscular activity, something we don’t achieve with chairs."
466,"China Expands Virus Lockdown, Encircling 35 Million","The new travel restrictions include 12 cities as the death toll climbed to 26. In the epicenter, anxiety prevailed as mistrustful residents crowded into hospitals."
467,"Baby Brezza, a $200 Formula Maker, May Pose Health Risks to Infants",Pediatricians say the automated Baby Brezza dispenser may produce watery bottles of formula.
468,Omega-3s Show No Overall Benefits for Heart Health or Cancer Prevention,Two analyses found no overall harms or benefits from taking omega-3 fatty acid supplements.
469,"An Adult’s Guide to Social Skills, for Those Who Were Never Taught","It’s a shame so few of us are taught the basics of how to interact constructively with each other. If you never were, we’re here to help."
470,"When in Distress, Try Sonnets","Large in scope but small in size, the sonnet encapsulates infinitely malleable spirits within a finite frame, as we do."
471,Can Mindfulness Evolve From Wellness Pursuit to Medical Treatment?,"Maybe — if researchers can figure out how to a measure a “dose,” for starters."
472,Testing is Just the Beginning in the Battle Against Covid-19,We need a comprehensive strategy to prevent the spread of the disease.
473,More Americans Should Probably Wear Masks for Protection,Experts have started to question whether masks may offer at least some protection to healthy individuals and essential workers.
474,How to Donate N95 Masks,Even a single one is worth offering for donation. But call a health department or look online for drop-off specifics — don’t bring them to a hospital.
475,Hospital Safety Rules Are Relaxed to Fight Coronavirus,The federal government has redefined a hospital to include tents and dormitory rooms.
476,Keeping Older People Safe During the Coronavirus Crisis,How caregivers can use technology to help older people minimize going to the doctor during this pandemic.
477,What Are My Obligations if I’m a Doctor Who Is High Risk?,The magazine’s Ethicist columnist on how a physician should balance treating patients against protecting himself during the coronavirus pandemic — and more.
478,"Fresh From Iran’s Coronavirus Zone, Now Moving Across Afghanistan",Thousands of Afghans returning each day bring a risk of widespread infections to the border city of Herat and beyond in a country with little capacity to test for or treat Covid-19.
479,Expert Advice: Should ‘Snowbirds’ Stay or Go?,"Because they are older, this population is at higher risk of Covid-19 complications. Here’s how to think about heading North or staying put."
480,Who Should Be Saved First? Experts Offer Ethical Guidance,"Well before rationing caused by coronavirus, protocols were established about “who lives and who dies.”"
481,Should I Make My Own Mask?,"The advice from public health officials has been confusing, leaving us to decide whether a D.I.Y. mask is better than nothing."
482,The Babies Were Delivered. No One Realized the Mothers Had the Virus.,"Two women at a N.Y. hospital ended up in intensive care after giving birth. They were infected with the coronavirus, which had been undetected when they were admitted."
483,"7 Medical Leaders to Politicians: Save Lives, Not Wall Street",Don’t open businesses and schools. The economy won’t recover until this pandemic ends.
